timestamp,price,volume
2026-01-05 14:30:07.900000+00:00,99.9718,149
2026-01-05 14:30:08+00:00,99.9955,279
2026-01-05 14:30:08.100000+00:00,99.9929,47
2026-01-05 14:30:08.200000+00:00,99.9968,99
2026-01-05 14:30:08.300000+00:00,100.0065,1009
2026-01-05 14:30:08.400000+00:00,100.0198,99
2026-01-05 14:30:08.500000+00:00,100.0154,336
2026-01-05 14:30:08.600000+00:00,100.0162,117
2026-01-05 14:30:08.700000+00:00,100.0235,252
2026-01-05 14:30:08.800000+00:00,100.0161,833
2026-01-05 14:30:08.900000+00:00,100.0124,99
2026-01-05 14:30:09+00:00,99.9987,190
2026-01-05 14:30:09.100000+00:00,100.005,70
2026-01-05 14:30:09.200000+00:00,100.0146,1303
2026-01-05 14:30:09.300000+00:00,100.0114,407
2026-01-05 14:30:09.400000+00:00,100.0132,1817
2026-01-05 14:30:09.500000+00:00,100.0198,164
2026-01-05 14:30:09.600000+00:00,100.0139,104
2026-01-05 14:30:09.700000+00:00,100.0106,175
2026-01-05 14:30:09.800000+00:00,100.0049,287
2026-01-05 14:30:09.900000+00:00,100.0076,142
2026-01-05 14:30:10+00:00,100.0002,173
2026-01-05 14:30:10.100000+00:00,99.9784,152
2026-01-05 14:30:10.200000+00:00,99.9722,74
2026-01-05 14:30:10.300000+00:00,99.9787,255
2026-01-05 14:30:10.400000+00:00,99.9705,84
2026-01-05 14:30:10.500000+00:00,99.9809,672
2026-01-05 14:30:10.600000+00:00,99.9747,142
2026-01-05 14:30:10.700000+00:00,99.96,75
2026-01-05 14:30:10.800000+00:00,99.9537,66
2026-01-05 14:30:10.900000+00:00,99.9529,93
2026-01-05 14:30:11+00:00,99.9582,99
2026-01-05 14:30:11.100000+00:00,99.9445,783
2026-01-05 14:30:11.200000+00:00,99.9337,369
2026-01-05 14:30:11.300000+00:00,99.9262,569
2026-01-05 14:30:11.400000+00:00,99.9333,59
2026-01-05 14:30:11.500000+00:00,99.931,297
2026-01-05 14:30:11.600000+00:00,99.919,199
2026-01-05 14:30:11.700000+00:00,99.9189,174
2026-01-05 14:30:11.800000+00:00,99.9128,283
2026-01-05 14:30:11.900000+00:00,99.916,74
2026-01-05 14:30:12+00:00,99.912,126
2026-01-05 14:30:12.100000+00:00,99.9053,87
2026-01-05 14:30:12.200000+00:00,99.9218,30
2026-01-05 14:30:12.300000+00:00,99.9195,104
2026-01-05 14:30:12.400000+00:00,99.9117,588
2026-01-05 14:30:12.500000+00:00,99.9259,299
2026-01-05 14:30:12.600000+00:00,99.9142,71
2026-01-05 14:30:12.700000+00:00,99.9066,147
2026-01-05 14:30:12.800000+00:00,99.8946,243
2026-01-05 14:30:12.900000+00:00,99.894,50
2026-01-05 14:30:13+00:00,99.8929,958
2026-01-05 14:30:13.100000+00:00,99.9008,709
2026-01-05 14:30:13.200000+00:00,99.9146,266
2026-01-05 14:30:13.300000+00:00,99.9032,300
2026-01-05 14:30:13.400000+00:00,99.9037,269
2026-01-05 14:30:13.500000+00:00,99.9075,182
2026-01-05 14:30:13.600000+00:00,99.9059,98
2026-01-05 14:30:13.700000+00:00,99.9011,82
2026-01-05 14:30:13.800000+00:00,99.8876,126
2026-01-05 14:30:13.900000+00:00,99.8837,94
2026-01-05 14:30:14+00:00,99.9094,101
2026-01-05 14:30:14.100000+00:00,99.9188,57
2026-01-05 14:30:14.200000+00:00,99.9153,397
2026-01-05 14:30:14.300000+00:00,99.9255,15
2026-01-05 14:30:14.400000+00:00,99.9298,196
2026-01-05 14:30:14.500000+00:00,99.9463,303
2026-01-05 14:30:14.600000+00:00,99.9661,105
2026-01-05 14:30:14.700000+00:00,99.9731,196
2026-01-05 14:30:14.800000+00:00,99.9738,77
2026-01-05 14:30:14.900000+00:00,99.9574,585
2026-01-05 14:30:15+00:00,99.9703,244
2026-01-05 14:30:15.100000+00:00,99.9759,61
2026-01-05 14:30:15.200000+00:00,99.9685,202
2026-01-05 14:30:15.300000+00:00,99.9775,566
2026-01-05 14:30:15.400000+00:00,99.9752,414
2026-01-05 14:30:15.500000+00:00,99.9873,45
2026-01-05 14:30:15.600000+00:00,99.988,97
2026-01-05 14:30:15.700000+00:00,99.9952,103
2026-01-05 14:30:15.800000+00:00,99.9955,494
2026-01-05 14:30:15.900000+00:00,99.9897,169
2026-01-05 14:30:16+00:00,99.9868,265
2026-01-05 14:30:16.100000+00:00,99.99,193
2026-01-05 14:30:16.200000+00:00,100.0004,330
2026-01-05 14:30:16.300000+00:00,100.0058,136
2026-01-05 14:30:16.400000+00:00,99.9911,136
2026-01-05 14:30:16.500000+00:00,100.0083,304
2026-01-05 14:30:16.600000+00:00,100.0155,247
2026-01-05 14:30:16.700000+00:00,100.007,215
2026-01-05 14:30:16.800000+00:00,99.999,46
2026-01-05 14:30:16.900000+00:00,100.0074,113
2026-01-05 14:30:17+00:00,99.9972,139
2026-01-05 14:30:17.100000+00:00,100.0095,185
2026-01-05 14:30:17.200000+00:00,99.9997,268
2026-01-05 14:30:17.300000+00:00,100.0057,142
2026-01-05 14:30:17.400000+00:00,100.0057,258
2026-01-05 14:30:17.500000+00:00,100.0024,504
2026-01-05 14:30:17.600000+00:00,100.0064,483
2026-01-05 14:30:17.700000+00:00,99.9947,109
2026-01-05 14:30:17.800000+00:00,99.9716,111
2026-01-05 14:30:17.900000+00:00,99.9663,111
2026-01-05 14:30:18+00:00,99.9795,95
2026-01-05 14:30:18.100000+00:00,99.9807,206
2026-01-05 14:30:18.200000+00:00,99.9844,65
2026-01-05 14:30:18.300000+00:00,99.9701,831
2026-01-05 14:30:18.400000+00:00,99.9756,67
2026-01-05 14:30:18.500000+00:00,99.9812,89
2026-01-05 14:30:18.600000+00:00,99.9702,49
2026-01-05 14:30:18.700000+00:00,99.9538,195
2026-01-05 14:30:18.800000+00:00,99.9714,182
2026-01-05 14:30:18.900000+00:00,99.9624,181
2026-01-05 14:30:19+00:00,99.9643,134
2026-01-05 14:30:19.100000+00:00,99.9774,399
2026-01-05 14:30:19.200000+00:00,99.9721,107
2026-01-05 14:30:19.300000+00:00,99.9649,178
2026-01-05 14:30:19.400000+00:00,99.9696,118
2026-01-05 14:30:19.500000+00:00,99.9703,809
2026-01-05 14:30:19.600000+00:00,99.9678,50
2026-01-05 14:30:19.700000+00:00,99.9662,257
2026-01-05 14:30:19.800000+00:00,99.976,43
2026-01-05 14:30:19.900000+00:00,99.9707,1051
2026-01-05 14:30:20+00:00,99.9683,243
2026-01-05 14:30:20.100000+00:00,99.9737,353
2026-01-05 14:30:20.200000+00:00,99.9703,503
2026-01-05 14:30:20.300000+00:00,99.9886,155
2026-01-05 14:30:20.400000+00:00,99.9776,232
2026-01-05 14:30:20.500000+00:00,99.987,457
2026-01-05 14:30:20.600000+00:00,99.9926,698
2026-01-05 14:30:20.700000+00:00,100.0129,217
2026-01-05 14:30:20.800000+00:00,99.9956,76
2026-01-05 14:30:20.900000+00:00,99.9981,267
2026-01-05 14:30:21+00:00,100.0085,549
2026-01-05 14:30:21.100000+00:00,100.0038,58
2026-01-05 14:30:21.200000+00:00,100.0049,211
2026-01-05 14:30:21.300000+00:00,100.0055,222
2026-01-05 14:30:21.400000+00:00,100.0163,229
2026-01-05 14:30:21.500000+00:00,99.9963,51
2026-01-05 14:30:21.600000+00:00,99.9957,10
2026-01-05 14:30:21.700000+00:00,100.008,189
2026-01-05 14:30:21.800000+00:00,100.0076,480
2026-01-05 14:30:21.900000+00:00,99.9844,141
2026-01-05 14:30:22+00:00,99.9796,220
2026-01-05 14:30:22.100000+00:00,99.9929,233
2026-01-05 14:30:22.200000+00:00,99.9996,229
2026-01-05 14:30:22.300000+00:00,100.0125,41
2026-01-05 14:30:22.400000+00:00,100.0033,181
2026-01-05 14:30:22.500000+00:00,100.0115,124
2026-01-05 14:30:22.600000+00:00,100.0095,27
2026-01-05 14:30:22.700000+00:00,100.014,83
2026-01-05 14:30:22.800000+00:00,100.0118,391
2026-01-05 14:30:22.900000+00:00,100.0064,137
2026-01-05 14:30:23+00:00,99.9935,58
2026-01-05 14:30:23.100000+00:00,99.9842,62
2026-01-05 14:30:23.200000+00:00,99.9723,1067
2026-01-05 14:30:23.300000+00:00,99.9727,89
2026-01-05 14:30:23.400000+00:00,99.9763,248
2026-01-05 14:30:23.500000+00:00,99.9757,366
2026-01-05 14:30:23.600000+00:00,99.9711,150
2026-01-05 14:30:23.700000+00:00,99.9671,100
2026-01-05 14:30:23.800000+00:00,99.9686,440
2026-01-05 14:30:23.900000+00:00,99.9725,26
2026-01-05 14:30:24+00:00,99.9719,148
2026-01-05 14:30:24.100000+00:00,99.9787,88
2026-01-05 14:30:24.200000+00:00,99.9896,99
2026-01-05 14:30:24.300000+00:00,99.99,103
2026-01-05 14:30:24.400000+00:00,99.9841,418
2026-01-05 14:30:24.500000+00:00,99.9785,288
2026-01-05 14:30:24.600000+00:00,99.9891,275
2026-01-05 14:30:24.700000+00:00,99.9851,208
2026-01-05 14:30:24.800000+00:00,99.981,43
2026-01-05 14:30:24.900000+00:00,99.9835,415
2026-01-05 14:30:25+00:00,99.9853,196
2026-01-05 14:30:25.100000+00:00,99.97,816
2026-01-05 14:30:25.200000+00:00,99.9528,29
2026-01-05 14:30:25.300000+00:00,99.939,70
2026-01-05 14:30:25.400000+00:00,99.934,319
2026-01-05 14:30:25.500000+00:00,99.9193,169
2026-01-05 14:30:25.600000+00:00,99.9151,804
2026-01-05 14:30:25.700000+00:00,99.9213,47
2026-01-05 14:30:25.800000+00:00,99.9061,173
2026-01-05 14:30:25.900000+00:00,99.8973,99
2026-01-05 14:30:26+00:00,99.9014,70
2026-01-05 14:30:26.100000+00:00,99.9169,403
2026-01-05 14:30:26.200000+00:00,99.9348,97
2026-01-05 14:30:26.300000+00:00,99.9377,79
2026-01-05 14:30:26.400000+00:00,99.9423,233
2026-01-05 14:30:26.500000+00:00,99.9325,181
2026-01-05 14:30:26.600000+00:00,99.9235,167
2026-01-05 14:30:26.700000+00:00,99.9292,353
2026-01-05 14:30:26.800000+00:00,99.9367,98
2026-01-05 14:30:26.900000+00:00,99.9261,417
2026-01-05 14:30:27+00:00,99.933,109
2026-01-05 14:30:27.100000+00:00,99.9334,588
2026-01-05 14:30:27.200000+00:00,99.9156,229
2026-01-05 14:30:27.300000+00:00,99.9146,189
2026-01-05 14:30:27.400000+00:00,99.9171,322
2026-01-05 14:30:27.500000+00:00,99.9246,20
2026-01-05 14:30:27.600000+00:00,99.9345,444
2026-01-05 14:30:27.700000+00:00,99.933,60
2026-01-05 14:30:27.800000+00:00,99.9347,109
2026-01-05 14:30:27.900000+00:00,99.9536,173
2026-01-05 14:30:28+00:00,99.9715,93
2026-01-05 14:30:28.100000+00:00,99.9712,39
2026-01-05 14:30:28.200000+00:00,99.9798,409
2026-01-05 14:30:28.300000+00:00,99.9756,330
2026-01-05 14:30:28.400000+00:00,99.9863,603
2026-01-05 14:30:28.500000+00:00,100.006,153
2026-01-05 14:30:28.600000+00:00,100.0016,350
2026-01-05 14:30:28.700000+00:00,99.9993,794
2026-01-05 14:30:28.800000+00:00,100.0247,57
2026-01-05 14:30:28.900000+00:00,100.0155,89
2026-01-05 14:30:29+00:00,100.0205,209
2026-01-05 14:30:29.100000+00:00,100.0373,190
2026-01-05 14:30:29.200000+00:00,100.0475,124
2026-01-05 14:30:29.300000+00:00,100.0591,119
2026-01-05 14:30:29.400000+00:00,100.0539,1128
2026-01-05 14:30:29.500000+00:00,100.0535,48
2026-01-05 14:30:29.600000+00:00,100.0376,700
2026-01-05 14:30:29.700000+00:00,100.0326,74
2026-01-05 14:30:29.800000+00:00,100.0324,463
2026-01-05 14:30:29.900000+00:00,100.0348,47
2026-01-05 14:30:30+00:00,100.0441,91
2026-01-05 14:30:30.100000+00:00,100.0447,252
2026-01-05 14:30:30.200000+00:00,100.0606,1389
2026-01-05 14:30:30.300000+00:00,100.0686,64
2026-01-05 14:30:30.400000+00:00,100.0638,152
2026-01-05 14:30:30.500000+00:00,100.0826,685
2026-01-05 14:30:30.600000+00:00,100.0833,160
2026-01-05 14:30:30.700000+00:00,100.0766,343
2026-01-05 14:30:30.800000+00:00,100.0804,40
2026-01-05 14:30:30.900000+00:00,100.0879,80
2026-01-05 14:30:31+00:00,100.0844,175
2026-01-05 14:30:31.100000+00:00,100.0858,543
2026-01-05 14:30:31.200000+00:00,100.1145,299
2026-01-05 14:30:31.300000+00:00,100.1149,178
2026-01-05 14:30:31.400000+00:00,100.1229,73
2026-01-05 14:30:31.500000+00:00,100.121,266
2026-01-05 14:30:31.600000+00:00,100.1357,950
2026-01-05 14:30:31.700000+00:00,100.1236,474
2026-01-05 14:30:31.800000+00:00,100.1053,67
2026-01-05 14:30:31.900000+00:00,100.0957,934
2026-01-05 14:30:32+00:00,100.0979,272
2026-01-05 14:30:32.100000+00:00,100.0933,62
2026-01-05 14:30:32.200000+00:00,100.0841,109
2026-01-05 14:30:32.300000+00:00,100.0696,538
2026-01-05 14:30:32.400000+00:00,100.0574,689
2026-01-05 14:30:32.500000+00:00,100.0761,140
2026-01-05 14:30:32.600000+00:00,100.0767,50
2026-01-05 14:30:32.700000+00:00,100.1,59
2026-01-05 14:30:32.800000+00:00,100.082,315
2026-01-05 14:30:32.900000+00:00,100.0874,266
2026-01-05 14:30:33+00:00,100.098,156
2026-01-05 14:30:33.100000+00:00,100.0983,385
2026-01-05 14:30:33.200000+00:00,100.1065,479
2026-01-05 14:30:33.300000+00:00,100.1008,86
2026-01-05 14:30:33.400000+00:00,100.1022,476
2026-01-05 14:30:33.500000+00:00,100.1043,86
2026-01-05 14:30:33.600000+00:00,100.1054,430
2026-01-05 14:30:33.700000+00:00,100.1018,83
2026-01-05 14:30:33.800000+00:00,100.1152,107
2026-01-05 14:30:33.900000+00:00,100.1181,219
2026-01-05 14:30:34+00:00,100.122,63
2026-01-05 14:30:34.100000+00:00,100.1296,79
2026-01-05 14:30:34.200000+00:00,100.1466,335
2026-01-05 14:30:34.300000+00:00,100.1571,473
2026-01-05 14:30:34.400000+00:00,100.1565,313
2026-01-05 14:30:34.500000+00:00,100.1592,85
2026-01-05 14:30:34.600000+00:00,100.1517,73
2026-01-05 14:30:34.700000+00:00,100.1471,441
2026-01-05 14:30:34.800000+00:00,100.1411,279
2026-01-05 14:30:34.900000+00:00,100.1337,210
2026-01-05 14:30:35+00:00,100.1046,93
2026-01-05 14:30:35.100000+00:00,100.1004,54
2026-01-05 14:30:35.200000+00:00,100.1087,181
2026-01-05 14:30:35.300000+00:00,100.0997,161
2026-01-05 14:30:35.400000+00:00,100.0845,266
2026-01-05 14:30:35.500000+00:00,100.0959,158
2026-01-05 14:30:35.600000+00:00,100.0862,213
2026-01-05 14:30:35.700000+00:00,100.0692,48
2026-01-05 14:30:35.800000+00:00,100.0781,117
2026-01-05 14:30:35.900000+00:00,100.0806,107
2026-01-05 14:30:36+00:00,100.0872,84
2026-01-05 14:30:36.100000+00:00,100.0836,362
2026-01-05 14:30:36.200000+00:00,100.0806,60
2026-01-05 14:30:36.300000+00:00,100.0935,335
2026-01-05 14:30:36.400000+00:00,100.1118,151
2026-01-05 14:30:36.500000+00:00,100.1011,133
2026-01-05 14:30:36.600000+00:00,100.1148,129
2026-01-05 14:30:36.700000+00:00,100.1215,121
2026-01-05 14:30:36.800000+00:00,100.1134,197
2026-01-05 14:30:36.900000+00:00,100.1203,401
2026-01-05 14:30:37+00:00,100.1255,443
2026-01-05 14:30:37.100000+00:00,100.141,553
2026-01-05 14:30:37.200000+00:00,100.1603,360
2026-01-05 14:30:37.300000+00:00,100.1479,690
2026-01-05 14:30:37.400000+00:00,100.1443,414
2026-01-05 14:30:37.500000+00:00,100.1317,455
2026-01-05 14:30:37.600000+00:00,100.1311,61
2026-01-05 14:30:37.700000+00:00,100.1322,274
2026-01-05 14:30:37.800000+00:00,100.1278,192
2026-01-05 14:30:37.900000+00:00,100.1155,179
2026-01-05 14:30:38+00:00,100.1028,144
2026-01-05 14:30:38.100000+00:00,100.088,186
2026-01-05 14:30:38.200000+00:00,100.0878,49
2026-01-05 14:30:38.300000+00:00,100.0972,155
2026-01-05 14:30:38.400000+00:00,100.109,1230
2026-01-05 14:30:38.500000+00:00,100.1161,77
2026-01-05 14:30:38.600000+00:00,100.1212,278
2026-01-05 14:30:38.700000+00:00,100.12,56
2026-01-05 14:30:38.800000+00:00,100.1154,130
2026-01-05 14:30:38.900000+00:00,100.1089,44
2026-01-05 14:30:39+00:00,100.1197,1124
2026-01-05 14:30:39.100000+00:00,100.1233,102
2026-01-05 14:30:39.200000+00:00,100.1361,91
2026-01-05 14:30:39.300000+00:00,100.1452,133
2026-01-05 14:30:39.400000+00:00,100.1269,202
2026-01-05 14:30:39.500000+00:00,100.1292,24
2026-01-05 14:30:39.600000+00:00,100.1142,29
2026-01-05 14:30:39.700000+00:00,100.1079,153
2026-01-05 14:30:39.800000+00:00,100.0976,88
2026-01-05 14:30:39.900000+00:00,100.0963,73
2026-01-05 14:30:40+00:00,100.088,139
2026-01-05 14:30:40.100000+00:00,100.072,1070
2026-01-05 14:30:40.200000+00:00,100.0517,204
2026-01-05 14:30:40.300000+00:00,100.0364,290
2026-01-05 14:30:40.400000+00:00,100.0304,53
2026-01-05 14:30:40.500000+00:00,100.0284,97
2026-01-05 14:30:40.600000+00:00,100.0504,143
2026-01-05 14:30:40.700000+00:00,100.0647,160
2026-01-05 14:30:40.800000+00:00,100.0595,208
2026-01-05 14:30:40.900000+00:00,100.0447,64
2026-01-05 14:30:41+00:00,100.0523,141
2026-01-05 14:30:41.100000+00:00,100.0539,12
2026-01-05 14:30:41.200000+00:00,100.0463,137
2026-01-05 14:30:41.300000+00:00,100.0426,176
2026-01-05 14:30:41.400000+00:00,100.0248,39
2026-01-05 14:30:41.500000+00:00,100.03,20
2026-01-05 14:30:41.600000+00:00,100.0246,148
2026-01-05 14:30:41.700000+00:00,100.0238,622
2026-01-05 14:30:41.800000+00:00,100.014,126
2026-01-05 14:30:41.900000+00:00,100.028,236
2026-01-05 14:30:42+00:00,100.0416,261
2026-01-05 14:30:42.100000+00:00,100.0319,188
2026-01-05 14:30:42.200000+00:00,100.0253,61
2026-01-05 14:30:42.300000+00:00,100.0387,95
2026-01-05 14:30:42.400000+00:00,100.0398,286
2026-01-05 14:30:42.500000+00:00,100.0433,74
2026-01-05 14:30:42.600000+00:00,100.0543,155
2026-01-05 14:30:42.700000+00:00,100.0507,45
2026-01-05 14:30:42.800000+00:00,100.0301,165
2026-01-05 14:30:42.900000+00:00,100.0481,261
2026-01-05 14:30:43+00:00,100.0477,235
2026-01-05 14:30:43.100000+00:00,100.0637,55
2026-01-05 14:30:43.200000+00:00,100.0558,88
2026-01-05 14:30:43.300000+00:00,100.0684,79
2026-01-05 14:30:43.400000+00:00,100.0703,1066
2026-01-05 14:30:43.500000+00:00,100.0916,70
2026-01-05 14:30:43.600000+00:00,100.0734,26
2026-01-05 14:30:43.700000+00:00,100.0672,340
2026-01-05 14:30:43.800000+00:00,100.0615,29
2026-01-05 14:30:43.900000+00:00,100.0735,184
2026-01-05 14:30:44+00:00,100.0568,60
2026-01-05 14:30:44.100000+00:00,100.0658,168
2026-01-05 14:30:44.200000+00:00,100.0588,225
2026-01-05 14:30:44.300000+00:00,100.0579,230
2026-01-05 14:30:44.400000+00:00,100.0716,293
2026-01-05 14:30:44.500000+00:00,100.0654,325
2026-01-05 14:30:44.600000+00:00,100.0665,27
2026-01-05 14:30:44.700000+00:00,100.079,330
2026-01-05 14:30:44.800000+00:00,100.0796,120
2026-01-05 14:30:44.900000+00:00,100.0751,312
2026-01-05 14:30:45+00:00,100.0654,194
2026-01-05 14:30:45.100000+00:00,100.0611,76
2026-01-05 14:30:45.200000+00:00,100.0511,297
2026-01-05 14:30:45.300000+00:00,100.0476,527
2026-01-05 14:30:45.400000+00:00,100.0652,112
2026-01-05 14:30:45.500000+00:00,100.0756,189
2026-01-05 14:30:45.600000+00:00,100.0676,140
2026-01-05 14:30:45.700000+00:00,100.0549,336
2026-01-05 14:30:45.800000+00:00,100.0649,55
2026-01-05 14:30:45.900000+00:00,100.0603,253
2026-01-05 14:30:46+00:00,100.0535,27
2026-01-05 14:30:46.100000+00:00,100.0549,196
2026-01-05 14:30:46.200000+00:00,100.0492,109
2026-01-05 14:30:46.300000+00:00,100.057,122
2026-01-05 14:30:46.400000+00:00,100.0469,48
2026-01-05 14:30:46.500000+00:00,100.0555,213
2026-01-05 14:30:46.600000+00:00,100.0466,132
2026-01-05 14:30:46.700000+00:00,100.046,558
2026-01-05 14:30:46.800000+00:00,100.0374,252
2026-01-05 14:30:46.900000+00:00,100.044,76
2026-01-05 14:30:47+00:00,100.0403,81
2026-01-05 14:30:47.100000+00:00,100.0426,216
2026-01-05 14:30:47.200000+00:00,100.0438,574
2026-01-05 14:30:47.300000+00:00,100.0337,81
2026-01-05 14:30:47.400000+00:00,100.0323,118
2026-01-05 14:30:47.500000+00:00,100.0356,247
2026-01-05 14:30:47.600000+00:00,100.0432,60
2026-01-05 14:30:47.700000+00:00,100.0272,251
2026-01-05 14:30:47.800000+00:00,100.0215,297
2026-01-05 14:30:47.900000+00:00,100.028,194
2026-01-05 14:30:48+00:00,100.0369,2418
2026-01-05 14:30:48.100000+00:00,100.0464,355
2026-01-05 14:30:48.200000+00:00,100.0514,88
2026-01-05 14:30:48.300000+00:00,100.0576,717
2026-01-05 14:30:48.400000+00:00,100.0544,131
2026-01-05 14:30:48.500000+00:00,100.05,108
2026-01-05 14:30:48.600000+00:00,100.0488,173
2026-01-05 14:30:48.700000+00:00,100.0516,171
2026-01-05 14:30:48.800000+00:00,100.0588,242
2026-01-05 14:30:48.900000+00:00,100.0658,316
2026-01-05 14:30:49+00:00,100.0585,287
2026-01-05 14:30:49.100000+00:00,100.0537,147
2026-01-05 14:30:49.200000+00:00,100.058,201
2026-01-05 14:30:49.300000+00:00,100.0636,192
2026-01-05 14:30:49.400000+00:00,100.0652,245
2026-01-05 14:30:49.500000+00:00,100.0602,170
2026-01-05 14:30:49.600000+00:00,100.0562,196
2026-01-05 14:30:49.700000+00:00,100.0616,119
2026-01-05 14:30:49.800000+00:00,100.0605,105
2026-01-05 14:30:49.900000+00:00,100.0731,228
2026-01-05 14:30:50+00:00,100.0689,307
2026-01-05 14:30:50.100000+00:00,100.08,245
2026-01-05 14:30:50.200000+00:00,100.0781,112
2026-01-05 14:30:50.300000+00:00,100.0833,607
2026-01-05 14:30:50.400000+00:00,100.0955,385
2026-01-05 14:30:50.500000+00:00,100.0849,213
2026-01-05 14:30:50.600000+00:00,100.0867,539
2026-01-05 14:30:50.700000+00:00,100.0721,60
2026-01-05 14:30:50.800000+00:00,100.0696,59
2026-01-05 14:30:50.900000+00:00,100.0811,175
2026-01-05 14:30:51+00:00,100.0959,133
2026-01-05 14:30:51.100000+00:00,100.0907,772
2026-01-05 14:30:51.200000+00:00,100.0805,232
2026-01-05 14:30:51.300000+00:00,100.0623,258
2026-01-05 14:30:51.400000+00:00,100.0834,42
2026-01-05 14:30:51.500000+00:00,100.065,388
2026-01-05 14:30:51.600000+00:00,100.0665,41
2026-01-05 14:30:51.700000+00:00,100.0646,78
2026-01-05 14:30:51.800000+00:00,100.0578,253
2026-01-05 14:30:51.900000+00:00,100.0576,296
2026-01-05 14:30:52+00:00,100.0707,93
2026-01-05 14:30:52.100000+00:00,100.0641,988
2026-01-05 14:30:52.200000+00:00,100.0592,101
2026-01-05 14:30:52.300000+00:00,100.0528,38
2026-01-05 14:30:52.400000+00:00,100.0643,180
