bucket_id,close_price,volume,n_trades,buy_volume,sell_volume,order_imbalance,vpin
82,100.5783,21376.0,98,16818.8503,4557.1497,12261.7007,0.3293
83,100.4546,21376.0,88,4999.0809,16376.9191,11377.8382,0.329
84,100.4548,21376.0,84,10698.5353,10677.4647,21.0707,0.3158
85,100.4999,21376.0,90,13016.7351,8359.2649,4657.4703,0.3084
86,100.5479,21376.0,91,13160.0382,8215.9618,4944.0765,0.3109
87,100.6179,21376.0,88,14206.0297,7169.9703,7036.0593,0.316
88,100.6373,21376.0,87,11706.1052,9669.8948,2036.2105,0.3115
89,100.5233,21376.0,75,5347.1284,16028.8716,10681.7432,0.3074
90,100.3922,21376.0,97,4746.8625,16629.1375,11882.2751,0.3014
91,100.5376,21376.0,89,17084.4071,4291.5929,12792.8143,0.3049
92,100.559,21376.0,78,11810.1559,9565.8441,2244.3118,0.2975
93,100.4689,21376.0,76,6288.9408,15087.0592,8798.1184,0.3055
94,100.4055,21376.0,93,7475.5198,13900.4802,6424.9605,0.311
95,100.3097,21376.0,75,6053.5742,15322.4258,9268.8516,0.3095
96,100.2102,21376.0,90,5904.3578,15471.6422,9567.2843,0.3137
97,100.1092,21376.0,101,5844.6723,15531.3277,9686.6554,0.3126
98,100.1201,21376.0,79,11261.4956,10114.5044,1146.9912,0.3087
99,100.4252,21376.0,87,19950.967,1425.033,18525.9339,0.3207
100,100.7275,21376.0,100,19924.9716,1451.0284,18473.9432,0.3265
101,101.1291,21376.0,86,20582.3904,793.6096,19788.7809,0.3338
102,101.4464,21376.0,75,20057.9753,1318.0247,18739.9506,0.3498
103,101.8229,21376.0,78,20458.3963,917.6037,19540.7926,0.3631
104,102.1931,21376.0,91,20423.6045,952.3955,19471.209,0.3731
105,102.6235,21376.0,89,20700.129,675.871,20024.2579,0.3843
106,102.8574,21376.0,77,19079.8396,2296.1604,16783.6792,0.3888
107,103.3434,21376.0,91,20871.6607,504.3393,20367.3213,0.4011
108,103.6155,21376.0,77,19606.0132,1769.9868,17836.0263,0.408
109,103.9082,21376.0,96,19831.493,1544.507,18286.9859,0.4236
110,104.1253,21376.0,76,18794.5895,2581.4105,16213.1791,0.4372
111,104.4643,21376.0,74,20225.532,1150.468,19075.064,0.4508
112,104.7674,21376.0,83,19932.4557,1443.5443,18488.9114,0.4632
113,105.0428,21376.0,84,19644.5872,1731.4128,17913.1744,0.4731
114,105.2498,21376.0,61,18604.6345,2771.3655,15833.269,0.4874
115,105.4411,21376.0,89,18279.0969,3096.9031,15182.1939,0.5008
116,105.7591,21376.0,82,20063.8193,1312.1807,18751.6387,0.5077
117,105.9906,21376.0,93,19041.3074,2334.6926,16706.6149,0.5184
118,106.1793,21376.0,75,18221.4152,3154.5848,15066.8304,0.5235
119,106.4843,21376.0,73,19950.0481,1425.9519,18524.0962,0.5338
120,106.7479,21376.0,67,19502.0015,1873.9985,17628.0029,0.5498
121,107.116,21376.0,81,20411.6492,964.3508,19447.2985,0.5583
122,107.5993,21376.0,80,20864.6975,511.3025,20353.3949,0.5732
123,107.9578,21376.0,72,20354.6019,1021.3981,19333.2037,0.5856
124,108.3174,21376.0,91,20361.3437,1014.6563,19346.6875,0.6027
125,108.6188,21376.0,87,19916.4971,1459.5029,18456.9942,0.6041
126,109.0342,21376.0,92,20641.7456,734.2544,19907.4911,0.6198
127,109.5114,21376.0,85,20848.5124,527.4876,20321.0248,0.6366
128,109.7237,21376.0,88,18706.1291,2669.8709,16036.2581,0.6472
129,110.0378,21376.0,74,20030.8609,1345.1391,18685.7218,0.6601
130,110.3071,21376.0,77,19572.503,1803.497,17769.006,0.6711
131,110.5189,21376.0,79,18696.7274,2679.2726,16017.4547,0.6809
132,110.8821,21376.0,86,20383.0318,992.9682,19390.0635,0.6875
133,111.2627,21376.0,86,20480.2022,895.7978,19584.4045,0.6952
134,111.5816,21376.0,84,20071.2877,1304.7123,18766.5754,0.7128
135,111.9894,21376.0,88,20609.7672,766.2328,19843.5345,0.727
136,112.0545,21376.0,57,13979.9013,7396.0987,6583.8026,0.7285
137,112.2519,21376.0,76,18410.1393,2965.8607,15444.2787,0.7364
138,112.6183,21376.0,91,20401.8364,974.1636,19427.6728,0.7526
139,112.8129,21376.0,85,18350.7266,3025.2734,15325.4531,0.757
140,112.9914,21376.0,63,17984.1853,3391.8147,14592.3706,0.7595
141,113.1257,21376.0,67,16734.6676,4641.3324,12093.3351,0.7589
142,113.4739,21376.0,79,20288.7516,1087.2484,19201.5031,0.7747
143,113.7124,21376.0,79,19151.7304,2224.2696,16927.4608,0.7823
144,113.8599,21376.0,74,17147.7637,4228.2363,12919.5275,0.7884
145,114.2568,21376.0,67,20560.8259,815.1741,19745.6518,0.7982
146,114.495,21376.0,83,19147.1192,2228.8808,16918.2384,0.8051
147,114.7942,21376.0,71,19895.5342,1480.4658,18415.0685,0.8133
148,114.9705,21376.0,91,17930.6683,3445.3317,14485.3365,0.8257
149,114.89,21376.0,93,6700.063,14675.937,7975.874,0.8159
150,114.9001,21376.0,52,11219.4932,10156.5068,1062.9864,0.7996
151,114.9152,21376.0,80,11481.6119,9894.3881,1587.2238,0.7826
152,114.8566,21376.0,82,7702.3585,13673.6415,5971.2829,0.7706
153,114.7357,21376.0,78,5097.5116,16278.4884,11180.9768,0.7628
154,114.8626,21376.0,73,16487.3934,4888.6066,11598.7869,0.7554
155,114.81,21376.0,71,7991.036,13384.964,5393.928,0.7417
156,114.7715,21376.0,66,8689.388,12686.612,3997.2239,0.7298
157,114.8043,21376.0,79,12397.4925,8978.5075,3418.985,0.7139
158,114.6388,21376.0,73,3720.6406,17655.3594,13934.7189,0.7103
159,114.5571,21376.0,74,6647.6839,14728.3161,8080.6322,0.7007
160,114.6398,21376.0,69,14771.7522,6604.2478,8167.5045,0.6932
161,114.5264,21376.0,73,5369.309,16006.691,10637.3819,0.6853
162,114.608,21376.0,87,14723.9618,6652.0382,8071.9236,0.6755
163,114.6878,21376.0,83,14645.2544,6730.7456,7914.5089,0.6662
164,114.6803,21376.0,85,10293.1466,11082.8534,789.7067,0.6521
165,114.7209,21376.0,82,12792.2234,8583.7766,4208.4468,0.6418
166,114.7188,21376.0,78,10577.3838,10798.6162,221.2324,0.6245
167,114.7877,21376.0,84,14155.6331,7220.3669,6935.2662,0.6154
168,114.9121,21376.0,77,16401.2691,4974.7309,11426.5381,0.612
169,115.053,21376.0,73,16945.6502,4430.3498,12515.3004,0.6063
170,115.0691,21376.0,73,11533.9064,9842.0936,1691.8128,0.5914
171,115.0402,21376.0,71,9178.2034,12197.7966,3019.5931,0.5761
172,115.0702,21376.0,87,12254.2636,9121.7364,3132.5272,0.5599
173,115.153,21376.0,71,14776.0851,6599.9149,8176.1703,0.5495
174,115.1498,21376.0,86,10519.4518,10856.5482,337.0963,0.5317
175,115.048,21376.0,82,5813.0314,15562.9686,9749.9372,0.5236
176,114.9572,21376.0,81,6259.6806,15116.3194,8856.6387,0.5132
177,114.81,21376.0,89,4237.2331,17138.7669,12901.5337,0.5063
178,114.8325,21376.0,89,11867.2724,9508.7276,2358.5449,0.4935
179,114.9452,21376.0,83,15980.7175,5395.2825,10585.435,0.4859
180,114.8788,21376.0,88,7335.6977,14040.3023,6704.6046,0.4756
181,114.8759,21376.0,85,10535.2504,10840.7496,305.4991,0.4609
182,114.7395,21376.0,87,4573.2304,16802.7696,12229.5392,0.4542
183,114.8046,21376.0,87,13979.9013,7396.0987,6583.8026,0.442
184,114.5785,21376.0,74,2424.0351,18951.9649,16527.9298,0.4399
185,114.4872,21376.0,87,6238.8411,15137.1589,8898.3178,0.4297
186,114.283,21376.0,72,2826.6502,18549.3498,15722.6997,0.4382
187,114.2989,21376.0,82,11523.4514,9852.5486,1670.9029,0.4253
188,114.3487,21376.0,98,13248.4096,8127.5904,5120.8193,0.4119
189,114.3131,21376.0,81,8836.0523,12539.9477,3703.8953,0.4011
190,114.34,21376.0,82,12094.8594,9281.1406,2813.7188,0.3901
191,114.3099,21376.0,69,9116.6084,12259.3916,3142.7831,0.3817
192,114.24,21376.0,60,7174.5429,14201.4571,7026.9141,0.3703
193,114.1877,21376.0,75,8005.6125,13370.3875,5364.775,0.3595
194,114.1824,21376.0,74,10408.8918,10967.1082,558.2163,0.3479
195,114.2131,21376.0,84,12290.1401,9085.8599,3204.2801,0.3324
196,114.2193,21376.0,75,11014.4701,10361.5299,652.9403,0.3172
197,114.2411,21376.0,72,11830.935,9545.065,2285.8701,0.3021
198,114.3754,21376.0,62,16734.6676,4641.3324,12093.3351,0.2999
199,114.3395,21376.0,85,8820.8376,12555.1624,3734.3247,0.2959
200,114.3554,21376.0,89,11523.4514,9852.5486,1670.9029,0.2965
201,114.5124,21376.0,72,17423.4631,3952.5369,13470.9263,0.3076
202,114.5917,21376.0,83,14623.2808,6752.7192,7870.5616,0.3094
203,114.7018,21376.0,90,15883.3399,5492.6601,10390.6797,0.3086
204,114.6695,21376.0,75,9004.0291,12371.9709,3367.9419,0.3009
205,114.6668,21376.0,48,10545.7833,10830.2167,284.4334,0.2962
206,114.8247,21376.0,85,17448.6687,3927.3313,13521.3374,0.3051
207,114.7038,21376.0,82,5097.5116,16278.4884,11180.9768,0.3123
208,114.7021,21376.0,88,10598.4522,10777.5478,179.0956,0.2995
209,114.7958,21376.0,85,15236.4822,6139.5178,9096.9645,0.3004
210,114.6401,21376.0,80,3989.2211,17386.7789,13397.5577,0.3053
211,114.8193,21376.0,96,18001.0356,3374.9644,14626.0713,0.309
212,114.8064,21376.0,78,10009.5977,11366.4023,1356.8045,0.3028
213,114.7255,21376.0,70,6682.5724,14693.4276,8010.8552,0.3028
214,114.6013,21376.0,72,4981.6776,16394.3224,11412.6449,0.3128
215,114.4796,21376.0,70,5069.2201,16306.7799,11237.5597,0.3194
216,114.6467,21376.0,95,17697.4905,3678.5095,14018.9809,0.3323
217,114.5905,21376.0,64,7817.1659,13558.8341,5741.6683,0.3311
218,114.5277,21376.0,71,7503.667,13872.333,6368.6659,0.3264
219,114.6751,21376.0,85,17144.7668,4231.2332,12913.5336,0.3268
220,114.7151,21376.0,91,12762.1013,8613.8987,4148.2026,0.3291
221,114.6946,21376.0,84,9612.6356,11763.3644,2150.7289,0.3283
222,114.7084,21376.0,73,11413.559,9962.441,1451.118,0.3267
223,114.674,21376.0,70,8897.006,12478.994,3581.988,0.3224
224,114.7201,21376.0,85,13066.2765,8309.7235,4756.553,0.3265
225,114.8845,21376.0,68,17626.118,3749.882,13876.236,0.3304
226,114.9401,21376.0,67,13529.9922,7846.0078,5683.9845,0.3274
227,114.9138,21376.0,75,9312.0869,12063.9131,2751.8261,0.3179
228,114.9071,21376.0,85,10335.2243,11040.7757,705.5513,0.3164
229,114.8151,21376.0,106,6209.7509,15166.2491,8956.4982,0.3149
230,114.8881,21376.0,79,14342.3701,7033.6299,7308.7403,0.3154
231,114.8715,21376.0,86,9815.965,11560.035,1744.07,0.3168
232,114.8741,21376.0,77,10824.9502,10551.0498,273.9003,0.3056
233,114.8212,21376.0,69,7976.4727,13399.5273,5423.0546,0.3045
234,114.867,21376.0,77,13051.4279,8324.5721,4726.8558,0.2935
235,114.9216,21376.0,73,13481.8,7894.2,5587.6,0.2904
236,114.8709,21376.0,71,8083.5751,13292.4249,5208.8499,0.2805
237,114.9557,21376.0,78,14862.3327,6513.6673,8348.6654,0.2868
238,114.9858,21376.0,72,12259.3916,9116.6084,3142.7831,0.2849
239,114.9581,21376.0,83,9239.925,12136.075,2896.15,0.2842
240,114.9545,21376.0,77,10498.3885,10877.6115,379.2231,0.2819
241,114.9333,21376.0,86,9576.2376,11799.7624,2223.5247,0.281
242,114.8221,21376.0,89,5451.288,15924.712,10473.4241,0.2843
243,114.7933,21376.0,84,9183.3421,12192.6579,3009.3157,0.2821
244,114.7438,21376.0,77,8142.2876,13233.7124,5091.4249,0.2863
245,114.6115,21376.0,67,4707.0396,16668.9604,11961.9208,0.2945
246,114.5811,21376.0,95,9101.23,12274.77,3173.5399,0.2968
247,114.5112,21376.0,77,7174.5429,14201.4571,7026.9141,0.3013
248,114.588,21376.0,70,14512.6989,6863.3011,7649.3978,0.2971
249,114.5606,21376.0,85,9255.3746,12120.6254,2865.2508,0.2963
